index,alcoholName,normalizedName,foodPairing,sweetness,sourness,freshness,body,degree,alcoholType,keywords,volume,priceValue,ingredients,description,imageUrl
264,복분자음,복분자음,삼계탕과 잘 어울린다.,2,2,1,3,12,과실주,홈술,375ml,6000,"복분자(국내산), 정제수","복분자는 장미과에 속하는 산딸기나무의 열매로 음력 5월에 익은 열매가 검붉은 색을 내는데, 맛은 시고 달며 성질은 따뜻하다. 복분자는 예부터 한방에서 발효주에 주침(酒浸)하여 약재로 사용하거나, 발효주와 혼합하여 술로 복용했다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687153-%EB%B3%B5%EB%B6%84%EC%9E%90%EC%9D%8C_main.jpg
265,복분자주,복분자주,불고기와 잘 어울린다.,0,0,0,0,16,과실주,,750ml,20000,"복분자 37.65%, 주정, 정제수, 구연산, 호박산, 정제식염, 액상과당, 효모, 설탕","지리산 자락에서 자라는 복분자를 발효하여 복분자의 진한 맛과 향, 색을 그대로 살려낸 고 품격 과실주. 역사 깊은 명가원 양조장에서 대한민국 식품명인의 정성으로 발효, 숙성시켜 만드는 술로 복분자의 맛 그대로를 느껴볼 수 있는 과실주다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551525-%EB%B3%B5%EB%B6%84%EC%9E%90%EC%A3%BC_main.jpg
266,복분자주 360,복분자주360,소고기와 잘 어울린다.,0,0,0,0,16,과실주,,360ml,6000,"복분자, 주정, 정제수, 설탕 등","내장산은 단풍으로 수려한 장관을 펼쳐놓기로 유명한 지역이지만, 내장산의 복분자역시 뒤쳐지지 않을 만큼 붉기로 유명하다. 이 내장산에서 오직 복분자로 승부하는 과실주를 생산하는 내장산 복분자 영농조합의 한국형 와인 복분자주 360. '복분자' 전문가로써, 전통적인 가양주 비법과 양조기법을 병행하여 한국형 와인의 입지를 다지고 있는 곳이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551526-%EB%B3%B5%EB%B6%84%EC%9E%90%EC%A3%BC%20360_main.jpg
267,복순도가 손 막걸리,복순도가손막걸리,생선 조림과 잘 어울린다.,2,3,5,4,6.5,탁주,"탄산, 파티, 혼술, 홈술",935ml,12000,복순도가,"길게 뻗은 막걸리 병을 잡고 뚜껑을 살짝 열어보는 순간 끓어 오르는 탄산이 경쾌한 소리를 내며 청량하게 올라온다. 자연스럽게 막걸리가 섞이는 신기한 광경을 지켜보다 끓어오르는 탄산이 넘쳐 흐를 것 같아 뚜껑을 다시 닫았다. 은은하게 새어 나온 향기가 복순도가 막걸리의 매력을 재촉했지만, 쉼 없이 올라오는 탄산 덕분에 그마저 쉽지 않았다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551540-%EB%B3%B5%EC%88%9C%EB%8F%84%EA%B0%80%20%EC%86%90%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg
268,복숭아와인,복숭아와인,안주 없이 와인만 있어도 충분한 술이다.,3,2,2,3,12,과실주,,500ml,20000,"복숭아(국내산), 백설탕, 효모, 메타중아황산칼륨",금이산농원에서 생산하는 '복숭아와인'은 발포성 와인은 아니지만 높은 완성도를 보이고 있다. 세종시 조치원에서 재배한 잘 익은 복숭아를 원료로하여 저온에서 발효시켰다. 복숭아와인은 세종시를 대표하는 충남지역 특산물로 지역에서는 꽤 알려진 와인이다. 잘 익은 명품 복숭아를 수작업으로 선별하여 색과 맛을 그대로 드러낸다. 우아하고 탐스러운 과실이 적당한 신맛과 단맛을 자아내는 와인이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804511-%EB%B3%B5%EC%88%AD%EC%95%84%EC%99%80%EC%9D%B8_main.jpg
269,볼빨간막걸리 10,볼빨간막걸리10,야채와 함께 곁들인 양지수육무침과 잘 어울린다.,1,5,4,4,10,탁주,홈술,500ml,8000,"찹쌀(국내산), 누룩, 정제수","볼빨간 막걸리는 부산에서 재배한 찹쌀로 만든 수제 막걸리다. 볼빨간 막걸리를 빚고 있는 벗드림의 김성욱 대표가 술을 마시면 볼이 빨개져서 볼빨간 막걸리라 이름 지었다고 한다. 쌀과 누룩, 그리고 물만으로 빚은 술로 찹쌀의 깊은 풍미와 단맛 그리고 산미가 잘 조화 되었다. 전통누룩을 사용하는데 발효과정에서 만들어지는 시트러스향, 플로랄향이 싱그러운 술이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040758-%EB%B3%BC%EB%B9%A8%EA%B0%84%EB%A7%89%EA%B1%B8%EB%A6%AC%2010_main.jpg
270,볼빨간막걸리 7,볼빨간막걸리7,오징어 무침과 잘 어울린다.,1,4,3,2,7,탁주,,500ml,5000,"찹쌀(국내산), 누룩, 정제수","볼빨간 막걸리는 부산에서 재배한 찹쌀로 만든 수제 막걸리다. 볼빨간 막걸리를 빚고 있는 벗드림의 김성욱 대표가 술을 마시면 볼이 빨개져서 볼빨간 막걸리라 이름 지었단다. 쌀과 누룩, 그리고 물만으로 빚은 술로 찹쌀의 깊은 풍미와 단맛 그리고 산미가 잘 조화 되었다. 전통누룩을 사용하는데 발효과정에서 만들어지는 시트러스향, 플로랄향이 싱그러운 술이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040759-%EB%B3%BC%EB%B9%A8%EA%B0%84%EB%A7%89%EA%B1%B8%EB%A6%AC%207_main.jpg
271,봉하쌀 생막걸리,봉하쌀생막걸리,홍어무침 한접시에 날 새는지 모른다.,1,2,3,2,6,탁주,,750ml,2000,"쌀(국내산), 정제효소, 젖산, 효모, 아스파탐, 정제수",봉하쌀 생막걸리는 경남 김해 봉하마을에서 재배한 친환경 유기농쌀을 사용하여 전남 담양의 양조장 죽향도가에서 제조한 지역화합의 의미를 담고 있는 막걸리이다. 고(故) 노무현 전대통령이 서거 직전까지 의욕적으로 추진했던 고향 봉하마을의 친환경농업이 안정적으로 뿌리를 내리고 그 결실로 '봉하쌀 생막걸리'가 만들어졌다. 초기에는 생산량이 한정되어 봉하마을에서만 만날 수 있었으나 지금은 전국적으로 유통되고 있다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6036283-%EB%B4%89%ED%95%98%EC%8C%80%20%EC%83%9D%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg
272,부안 참뽕 막걸리,부안참뽕막걸리,장어 구이 등과 잘 어울린다.,2,1,3,3,6,살균탁주,,950ml,2000,"쌀(국내산), 오디, 종국, 정제수, 누룩, 효모, 아스파탐",1977년 설립 후 40여년간 국내는 물론 해외시장에서도 인정 받고 있는 내변산 동진주조의 제품이다. 엄선된 원료로 전통적인 비법으로 제조하면서도 위생적인 작업환경과 최첨단 현대시설장비로 제조하고 있다. 부안 참뽕 막걸리는 탄산이 첨가되어 청량감을 주며 텁텁함 없이 깔끔한 맛을 자랑한다. 오디과실이 첨가되어 색깔이 은은한 보랏빛을 띄고 있다. 살균 처리가 되어 있어 상온에서도 보관이 가능하며 보존기간이 길다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595257-%EB%B6%80%EC%95%88%20%EC%B0%B8%EB%BD%95%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg
273,부안 참뽕 와인,부안참뽕와인,치즈류와 잘 어울린다.,3,2,1,4,13,과실주,"가성비, 선물",750ml,18000,"오디(국내산), 정제수, 주정",1977년 설립 후 40여년간 국내는 물론 해외시장에서도 인정 받고 있는 내변산 동진주조의 제품이다. 엄선된 원료로 전통적인 비법으로 제조하면서도 위생적인 작업환경과 최첨단 현대시설장비로 제조하고 있다. 부안 참뽕 와인은 6월에 수확한 오디만을 사용하며 냉장보관된 오디는 사용하지 않고 생 오디만을 사용하여 6개월 동안 숙성시켜 생산한다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595258-%EB%B6%80%EC%95%88%20%EC%B0%B8%EB%BD%95%20%EC%99%80%EC%9D%B8_main.jpg
274,부자 10도,부자10도,탄산에 의한 청량감은 강하지 않지만 맛이 진해 너무 가벼운 음식보다는 탕수육과 같이 중국음식과 잘 어울린다.,4,1,1,4,10,살균탁주,,375ml,5000,"쌀, 정제수, 고과당, 효모 등","배혜정도가의 '부자10'은 배혜정의 아버지인 배상면이 개발한 발효주로, 그 기풍이 혀끝으로 느껴지는 프리미엄 정통 막걸리다. 쌀과 누룩으로만 빚어 자연이 숙성시키는 있는 그대로의 맛을 느낄 수 있으며 100% 경기미를 사용하여 음용감이 부드럽고 은은한 유백색의 기풍이 느껴지는 막걸리다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551496-%EB%B6%80%EC%9E%90%2010%EB%8F%84_main.jpg
275,불소곡주,불소곡주,전골류와 잘 어울린다.,0,0,0,0,43,리큐르,고문헌,700ml,30000,"찹쌀, 누룩, 백미, 정제수, 야국, 메주콩, 생강, 홍고추","한산소곡주는 백제 1500년의 오랜 역사와 전통을 고스란히 담아 전해 내려오는 전통주다. 현재 며느리인 우희열 명인이 1979년 충남 무형문화재 3호로 인정받은 '故 김영신 여사'에게 전수받아 그 명맥을 계승해오고 있다. 찹쌀과 누룩을 주원료로 들국화, 메주콩, 생강, 홍 고추 등의 조화 속에 100일간 숙성을 하여 빚어지는 전통주인 한산소곡주는 감미로운 향과 특유의 감칠맛 때문에 취하면 자리에서 일어설 줄 모른다고 하여 ‘앉은뱅이 술’이란 이름으로도 불린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595214-%EB%B6%88%EC%86%8C%EA%B3%A1%EC%A3%BC_main.jpg
276,붉은 원숭이,붉은원숭이,불에 훈연된 바비큐와 잘 어울린다.,4,2,2,4,10.8,살균탁주,이색전통주,375ml,7000,"쌀(국내산 경기미 100%), 누룩, 홍국, 정제수","술샘에서는 장미를 그대로 말려놓은 것 같은 매력적인 붉은색 자태를 뽐내는 붉은 원숭이를 빚고 있다. 홍국쌀은 경기미를 자연발효 시켜 만드는 쌀로, 이를 이용해 100% 수작업으로 붉은 원숭이를 빚는다. 슈퍼푸드라고 불리는 붉은색의 홍국쌀에는 성인병 예방에 도움을 주는 모나콜린K 성분을 함유하여 콜레스테롤 저하, 중성지방 감소에 도움을 주는 것으로 알려져 많은 관심을 받고 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551495-%EB%B6%89%EC%9D%80%20%EC%9B%90%EC%88%AD%EC%9D%B4_main.jpg
277,블루베리 이야기,블루베리이야기,숯불구이와 잘 어울린다.,3,1,1,3,12,과실주,,375ml,6000,"국내산 산머루 50%, 블루베리 50%",청정 무주에서 재배되는 블루베리와 산머루를 50%씩 혼합하여 제조한 제품이다. 블루베리의 진한향과 산머루의 상큼한 맛을 고스란히 담아내기 위해 오랜기간 발효와 숙성을 거치고 신성한 상태에서 병에 담아냈다. 새로운 와인제조기술을 도입하여 블루베리와 산머루의 장점을 최대한 살려 빚은 과실주로 유려하고 세련된 패키지 디자인으로 젊은층에게 호응을 얻고 있는 제품이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595285-%EB%B8%94%EB%A3%A8%EB%B2%A0%EB%A6%AC%20%EC%9D%B4%EC%95%BC%EA%B8%B0_main.JPG
278,비긴나인틴,비긴나인틴,"사과 특유의 향미와 잘 어울리는 음식으로는 깔끔한 맛의 숙성회나 문어 숙회가 있으며, 육류를 선호한다면 소금간만 살짝 한 닭 안심 구이도 좋다.",2,1,1,1,19,리큐르,과일류,375ml,6500,"사과와인증류원액, 사과농축액, 정제수, 주정","비긴나인틴(Be:gin19)은 만 19세가 되어 처음 술을 배우는 이들을 위해 기획된 사과와인 증류주로, 경상북도 의성에서 재배한 사과를 원료로 사용한다. 이 제품은 인공 감미료를 첨가하지 않고, 사과 특유의 향미를 극대화하여 은은한 사과향과 깔끔한 목넘김을 자랑한다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743410-%EB%B9%84%EA%B8%B4%EB%82%98%EC%9D%B8%ED%8B%B4_main.png
279,사과와인,사과와인,양념된 고기류와 잘 어울린다.,3,2,2,3,12,과실주,,500ml,20000,"사과(국내산), 백설탕, 효모, 메타중아황산칼륨",금이산농원에서 생산하는 '사과와인'은 발포성 와인은 아니지만 높은 완성도를 보이고 있다. 세종시 조치원에서 재배한 잘 익은 사과를 원료로 하여 저온에서 발효시켰다. 사과와인은 세종시를 대표하는 충남지역 특산물로 지역에서는 꽤 알려진 와인이다. 잘 익은 명품 사과를 수작업으로 선별하여 색과 맛을 그대로 드러낸다. 우아하고 탐스러운 사과 과일로 적당한 신맛과 단맛을 자아내는 와인이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804509-%EC%82%AC%EA%B3%BC%EC%99%80%EC%9D%B8_main.jpg
280,산내울 복분자주,산내울복분자주,"단맛이 많지만, 식전주나 식후주보다는 식중주가 어울리는 술이다.",4,4,3,3,16,리큐르,,750ml,20000,"복분자, 설탕, 주정, 정제수, 과당","거창 사과 원예 농협에서 생산하는 ‘산내울 복분자주’는 해발 600m 이상에서 자란 청정 복분자를 원료로 한 리큐르주다. 복분자의 붉은 빛깔을 그대로 담고 있으며, 향과 맛이 잘 어우러져 거창군을 대표하는 특산물로 자리하고 있다. 엄격한 생산과정과 품질을 관리하며 저온 발효탱크에서 발효하여 복분자의 효능뿐 아니라 특유의 아름다운 색과 향을 구현하고 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040742-%EC%82%B0%EB%82%B4%EC%9A%B8%20%EB%B3%B5%EB%B6%84%EC%9E%90%EC%A3%BC_main.jpg
281,산내울 사과애주,산내울사과애주,여름에 얼음과 탄산수를 넣고 마시면 더할 나위 없이 시원한 술이다.,4,4,3,2,16,리큐르,과일류,750ml,14000,"사과, 설탕, 주정, 정제수, 과당",거창 사과 원예 농협에서 생산하는 ‘산내울 사과애주’는 해발 600m 이상에서 청정 지역에서 재배된 사과를 엄격한 생산과정과 품질관리를 거쳐 저온발효하여 만든 술이다. 맑고 우아한 색과 상큼하고 달콤한 향이 혀끝을 간질이고 사과의 청량함이 입 안 가득 퍼지는 제품이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040751-%EC%82%B0%EB%82%B4%EC%9A%B8%20%EC%82%AC%EA%B3%BC%EC%95%A0%EC%A3%BC_main.jpg
282,산내울 오미자주,산내울오미자주,여름에 얼음과 탄산수를 넣고 마시면 더할 나위 없이 시원한 술이다.,2,3,3,2,16,리큐르,,750ml,20000,"오미자, 설탕, 주정, 정제수, 과당","거창 산내울 오미자주는 해발 600ｍ 이상 고지대에서 자란 청정 오미자를 원료로 사용한다. 고지대로 병충해가 거의 없어 농약을 치지 않고 재배한다. 주원료인 오미자는 단맛, 신맛, 매운맛, 쓴맛, 짠맛 등 5가지 맛을 지닌 약재로 항산화 기능이 뛰어난 ‘안토시아닌’ 물질이 많아 피부미용, 노화방지, 골다공증 예방에 효과가 있다. 산내울 오미자주는 오미자의 다섯 가지 맛과 향을 살려 풍부한 과일향이 스르르 혀끝에 스며들고, 쌉쌀하면서도 깔끔하고 개운한 뒷맛이 특징이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040743-%EC%82%B0%EB%82%B4%EC%9A%B8%20%EC%98%A4%EB%AF%B8%EC%9E%90%EC%A3%BC_main.jpg
283,산막 생유 막걸리,산막생유막걸리,닭갈비 등 양념된 고기와 잘 어울린다.,1,3,3,4,6,탁주,,750ml,1200,"국내산 쌀, 소맥분, 종국, 효모","다양한 전통주 제품을 선보이고 있는 신탄진주조에서 생산하는 막걸리이다. 양조장을 설립할 당시 생산하던 '산막 막걸리'를 2011년에 제품명을 바꾼 제품으로 지금까지 신탄진주조를 존재하게 한 대표 제품이라고 할 수 있다. 전국 각지마다 지역을 대표하는 막걸리가 있는데, 대전을 대표하는 막걸리로는 단연 '산막 생유 막걸리'라고 부를 수 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595296-%EC%82%B0%EB%A7%89%20%EC%83%9D%EC%9C%A0%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.JPG
284,산막대덕주,산막대덕주,화전과 잘 어울린다.,3,1,1,2,13,약주,,600ml,20000,"국내산 쌀, 우리밀누룩",조선시대부터 유(柳)씨 집안 대대로 내려오는 전통 제주로 명절과 제사 때 나눠 마시던 술로 마을에 큰 경사나 애사에도 빠짐없이 준비하여 나누던 술이다. '큰 덕을 담은 술'이라 하여 대덕주라 불린다. 누룩의 그윽한 감칠맛이 나며 찹쌀의 부드럽고 달콤한 맛으로 인기 있는 제품이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595294-%EC%82%B0%EB%A7%89%EB%8C%80%EB%8D%95%EC%A3%BC_main.JPG
285,산정호수 동정춘막걸리,산정호수동정춘막걸리,떡 등과 함께 마시면 좋다.,5,1,4,4,6,탁주,"고문헌, 선물, 집들이",720ml,20000,"국내산 쌀, 누룩, 정제수",향긋한 열대 과일 향과 기분 좋은 단맛이 입안을 감도는 감미로운 막걸리이다. 2018년 대한민국 우리술품평회 탁주부문에서 대상을 수상하며 맛과 품질을 인정받았다. 제조사 '술 빚는 전가네'에서는 순수한 자연재료만을 사용하여 명성산에서 흘러내린 산정호수의 맑은 물과 기운을 제품에 담아내고 있다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804420-%EC%82%B0%EC%A0%95%ED%98%B8%EC%88%98%20%EB%8F%99%EC%A0%95%EC%B6%98%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg
286,삼선,삼선,녹두전과 잘 맞는 궁합이다.,1,4,2,2,10,탁주,"무감미료, 혼술",500ml,15000,"국내산쌀, 누룩, 정제수","삼선'은 쌀과 누룩만으로 빚어낸 이양주 막걸리이다. 인공감미료을 첨가하지 않고 국내산 쌀과 전통누룩, 그리고 강원도 홍천의 청정한 물만으로 만들어진 프리미엄 막걸리이다. 프랑스 와인이 자랑하는 떼루아는 천(天), 지(地), 인(人) 즉 좋은 자연환경을 말한다. 강원도 홍천 삼선대의 좋은 기운과 울창한 숲으로 둘러싸인 천혜의 자연환경, 그리고 두루양조장에서 고문헌의 제조기법이 합쳐져 빚어진 술이 '삼선'이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804499-%EC%82%BC%EC%84%A0_main.jpg
287,삼양춘 생약주,삼양춘생약주,양념 되지 않은 흰살 생선 찜과 잘 어울린다.,2,1,1,2,15,약주,,500ml,20000,"강화섬쌀, 전통누룩, 정제수","삼양춘(三釀春)은 세 번 빚어 맛과 향이 뛰어난 최고급 발효주의 의미를 가지고 있다. 삼양춘은 '세 번 빚는다'라는 의미로서 삼양(三釀)을, '술은 겨울에 빚어 봄에 마셔야 맛있다'는 말에서 춘(春)을 취했다. 예로부터 세 번 빚는 최고급 발효주를 특별히 춘주(春酒)라 하였다 한다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681233-%EC%82%BC%EC%96%91%EC%B6%98%20%EC%83%9D%EC%95%BD%EC%A3%BC_main.jpg
288,삼양춘 생탁주,삼양춘생탁주,일반 막걸리에 비해 알코올 도수가 높아 술이 가볍지 않고 묵직하며 술을 마시고 난 후에는 옅은 쓴맛이 양념된 낙지나 주꾸미 볶음류와 매우 잘 어울린다.,2,1,1,4,12.5,탁주,,500ml,12000,"강화섬쌀, 전통누룩, 정제수","삼양춘(三釀春)은 세 번 빚어 맛과 향이 뛰어난 최고급 발효주의 의미를 가지고 있다. 삼양춘은 '세 번 빚는다'라는 의미로서 삼양(三釀)을, '술은 겨울에 빚어 봄에 마셔야 맛있다'는 말에서 춘(春)을 취했다. 예로부터 세 번 빚는 최고급 발효주를 특별히 춘주(春酒)라 하였다 한다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681234-%EC%82%BC%EC%96%91%EC%B6%98%20%EC%83%9D%ED%83%81%EC%A3%BC_main.jpg
289,삼양춘 청주,삼양춘청주,양념 되지 않은 흰살 생선 찜과 잘 어울린다.,3,4,2,3,15,청주,"명절, 혼술, 홈술",500ml,16800,"강화섬쌀, 정제수, 백국, 황국, 전통누룩, 토종효모","삼양춘(三釀春)은 세 번 빚어 맛과 향이 뛰어난 최고급 발효주의 의미를 가지고 있다. 삼양주(三釀酒)의 특장점은, 상대적으로 단일한 맛을 가지고 있는 사케(일본 청주)와는 달리, 전통 누룩에서만 발현될 수 있는 풍부한 과실향을 지니고 있다는 점과, 오미 (五味, 다섯가지 맛)가 조화롭게 어우러져 있다. 그렇기에 청주를 빚으면서도 이러한 특징들이 발현될 수 있도록, 백국과 황국의 절묘한 조화, 1%미만의 소량의 전통 누룩으로 우리의 향기를 더하면서도 깔끔한 맛을 낸다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040730-%EC%82%BC%EC%96%91%EC%B6%98%20%EC%B2%AD%EC%A3%BC_main.jpg
290,새냉이길 막걸리,새냉이길막걸리,붉은 양념의 매콤한 음식과 잘어울리며 기름진 음식을 먹고 디저트 막걸리로 먹어도 좋다.,3,4,1,4,6,탁주,,600ml,8500,"정제수, 찹쌀, 누룩","“새냉이길 막걸리”는 강릉찹쌀과 전통누룩으로 빚어 만든 프리미엄 막걸리다. 전통누룩을 사용하여 발효한 찹쌀에서 피어나는 감귤, 모과, 참외 같은 과실향과 복합적인 풍미가 특징이며 부드러운 질감 그리고 자연스러운 단맛과 산미가 조화로운 막걸리다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743418-%EC%83%88%EB%83%89%EC%9D%B4%EA%B8%B8%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.png
291,생 청주 막걸리,생청주막걸리,더덕구이랑 잘 어울린다.,2,1,3,3,6,탁주,,750ml,1500,"쌀, 소맥분, 국, 조제종국, 효모, 물엿 등",국내산 쌀과 함께 소맥분을 사용하여 진한 맛을 느낄 수 있으며 알싸한 탄산의 맛까지 있어 청주의 대표 막걸리로 자리매김 하고 있는 생 청주 막걸리.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551503-%EC%83%9D%20%EC%B2%AD%EC%A3%BC%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg
292,샤토미소 랑,샤토미소랑,시트러스한 식감이 워낙 좋아 조개찜 등 다양한 해산물과 잘 어울리는 스타일이다.,4,3,2,2,12,과실주,홈술,375ml,20000,청포도,샤토미소 랑'은 충북 옥천 포도연구소와 농촌진흥청에서 육종개발한 화이트와인 양조용 포도품종 '청수'를 원료로 만든 화이트와인이다. 청포도의 싱그러운 맛과 산미가 생생하게 살아 있으며 상큼한 청포도 향이 매혹적인 와인이다. 2018년 대한민국 주류대상 Best of Best상을 수상하고 같은 해 2018년 아시아 와인트로피 골드메달을 수상하며 권위 있는 주류품평회에서 맛과 품질을 인정 받았다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804464-%EC%83%A4%ED%86%A0%EB%AF%B8%EC%86%8C%20%EB%9E%91_main.jpg
293,샤토미소 레드 프리미엄 드라이,샤토미소레드프리미엄드라이,탄닌감은 적어서 기름진 스테이크 및 육류보다는 더덕구이나 버섯구이 등 좋은 향을 가진 음식을 추천한다.,2,3,2,3,13,과실주,,750ml,40000,"포도(MBA, 산머루, 캠벨얼리)","샤토미소 레드 프리미엄 드라이'는 MBA, 산머루, 캠벨얼리 품종을 브랜딩하여 제조사 도란원만의 독창적인 맛과 향을 자아내는 와인이다. 붉은 자주빛을 띄는 레드와인으로 딸기 향과 꽃향기의 풍미가 있고 농익은 포토향의 아로마와 적절한 산미가 살아 있다. 당도, 산도, 탄닌의 균형이 조화를 이룬 와인으로 한국와인대상 주류품평회에서 3개년동안 수상하고 2016년 아시아와인트로피에서 골드메달을 수상하며 맛과 품질을 인정 받았다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804463-%EC%83%A4%ED%86%A0%EB%AF%B8%EC%86%8C%20%EB%A0%88%EB%93%9C%20%ED%94%84%EB%A6%AC%EB%AF%B8%EC%97%84%20%EB%93%9C%EB%9D%BC%EC%9D%B4_main.jpg
294,샤토미소 로제스위트,샤토미소로제스위트,초콜릿과 잘 어울린다.,0,0,0,0,12,과실주,,375ml,20000,"포도, 산화방지제, 효모, 설탕 등","우리 땅에서 재배한 포도로 우리 입맛에 맞게 만든 한국형 프리미엄 와인인 샤토미소 로제스위트는 우리나라의 토양과 기후에 적합한 품종을 집중 육성해 ‘신의 물방울’이라고도 불리는 포도주를 생산하였다. 한국의 보르도라고 불리는 영동지역에서 재배한 캠벨, 산머루, MBA 3가지 포도 품종을 블랜딩하여 만들어진 샤토미소 로제스위트는 당도가 낮은 포도를 특수기법으로 건조하여 22Brix의 고당도 원료로 만들고 껍질과 씨, 과육을 함께 발효하여 제조한다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687157-%EC%83%A4%ED%86%A0%EB%AF%B8%EC%86%8C%20%EB%A1%9C%EC%A0%9C%EC%8A%A4%EC%9C%84%ED%8A%B8_main.jpg
295,샤토미소 스위트,샤토미소스위트,특별한 날 케익과 함께하면 좋다.,0,0,0,0,12,과실주,,750ml,20000,"포도, 산화방지제, 효모, 설탕 등","기원전 6세기경부터 시작한 프랑스 와인을 따라 해 어설피 흉내만 내는 와인을 만들기보다, 한국 와인의 특성을 살려 ""나만의 와인을 만들어야 누구에게나 자신 있게 내놓을 수 있을 것 같았다""는 도란원 와이너리, 유럽의 오래된 역사를 따라간 것이 아니라 한국 고유의 와인을 만들어 내고 있는 곳이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551520-%EC%83%A4%ED%86%A0%EB%AF%B8%EC%86%8C%20%EC%8A%A4%EC%9C%84%ED%8A%B8_main.jpg
296,샤토미소 영동,샤토미소영동,기름진 메로구이 등이 생각나는 맛이다.,0,0,0,0,40,일반증류주,과일류,200ml,30000,포도,샤토미소 영동'은 포도의 고창 충북 영동에서 생산된 포도로 와인을 빚고 그 와인을 증류하여 만든 제조사 도란원만의 독창적인 맛과 향을 자아내는 브랜디이다. 브랜디는 '브랜디와인'의 줄임말인데 과실을 양조하여 증류한 술이지만 보통 단순히 브랜디라고 하면 포도주를 증류한 술을 가리킨다. 2018년 한국와인대상 주류품평회에서 골드상을 수항하며 와인의 명가 도란원 제품의 새로운 지평을 열고 있다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804462-%EC%83%A4%ED%86%A0%EB%AF%B8%EC%86%8C%20%EC%98%81%EB%8F%99_main.jpg
297,샹스프랑보아즈,샹스프랑보아즈,담백한 모짜렐라치즈 등과 잘 어울린다.,4,3,3,2,13,과실주,파티,500ml,150000,"복분자(고창산), 구연산, 과당, 구연산, 아스파탐, 주정, 정제수","비옥한 땅에서 서해바다의 해풍을 맞으며 소금기를 가득 머금은 고창의 복분자는 당도와 품질이 뛰어나기로 소문이 나있다. 이러한 전북 고창의 1등급 선운산 복분자만을 엄선하여 30일 이상 발효하고 1년 이상 숙성 시킨 '샹스프랑보아즈'는 기존의 알코올주정에 과실을 담아 희석하는 리큐르주와는 달리 복분자 특유의 색과 향, 맛이 그대로 살아 있다. 100% 복분자 원액을 그대로 발효시켜 풍미가 뛰어나다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804421-%EC%83%B9%EC%8A%A4%ED%94%84%EB%9E%91%EB%B3%B4%EC%95%84%EC%A6%88_main.jpg
