index,alcoholName,normalizedName,sweetness,sourness,freshness,body,degree,sparkling,alcoholType,keyword,volume,price,manufacturer,ingredients,brewery,description,representative,address,contact,website,foodPairing,imageURL,detailPageUrl,docId
267,산내울 복분자주,산내울복분자주,4.0,4.0,3.0,3.0,16%,0.0,리큐르,,750ml,"￦20,000 (가격은 판매처 별로 상이할 수 있습니다)",거창사과원예농협,"복분자, 설탕, 주정, 정제수, 과당",거창사과원예농협,"거창 사과 원예 농협에서 생산하는 ‘산내울 복분자주’는 해발 600m 이상에서 자란 청정 복분자를 원료로 한 리큐르주다. 복분자의 붉은 빛깔을 그대로 담고 있으며, 향과 맛이 잘 어우러져 거창군을 대표하는 특산물로 자리하고 있다. 엄격한 생산과정과 품질을 관리하며 저온 발효탱크에서 발효하여 복분자의 효능뿐 아니라 특유의 아름다운 색과 향을 구현하고 있다.",윤수현 조합장,경남 거창군 거창읍 거함대로 3452-41,055-945-2544,http://kcapple.nonghyup.com,"단맛이 많지만, 식전주나 식후주보다는 식중주가 어울리는 술이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040742-%EC%82%B0%EB%82%B4%EC%9A%B8%20%EB%B3%B5%EB%B6%84%EC%9E%90%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6040742&cid=58637&categoryId=58658,6040742
268,산내울 사과애주,산내울사과애주,4.0,4.0,3.0,2.0,16%,0.0,리큐르,과일류,750ml,"￦14,000 (가격은 판매처 별로 상이할 수 있습니다)",거창사과원예농협,"사과, 설탕, 주정, 정제수, 과당",거창사과원예농협,거창 사과 원예 농협에서 생산하는 ‘산내울 사과애주’는 해발 600m 이상에서 청정 지역에서 재배된 사과를 엄격한 생산과정과 품질관리를 거쳐 저온발효하여 만든 술이다. 맑고 우아한 색과 상큼하고 달콤한 향이 혀끝을 간질이고 사과의 청량함이 입 안 가득 퍼지는 제품이다.,윤수현 조합장,경남 거창군 거창읍 거함대로 3452-41,055-945-2544,http://kcapple.nonghyup.com,여름에 얼음과 탄산수를 넣고 마시면 더할 나위 없이 시원한 술이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040751-%EC%82%B0%EB%82%B4%EC%9A%B8%20%EC%82%AC%EA%B3%BC%EC%95%A0%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6040751&cid=58637&categoryId=58658,6040751
269,산내울 오미자주,산내울오미자주,2.0,3.0,3.0,2.0,16%,0.0,리큐르,,750ml,"￦20,000(가격은 판매처 별로 상이할 수 있습니다)",거창사과원예농협,"오미자, 설탕, 주정, 정제수, 과당",거창사과원예농협,"거창 산내울 오미자주는 해발 600ｍ 이상 고지대에서 자란 청정 오미자를 원료로 사용한다. 고지대로 병충해가 거의 없어 농약을 치지 않고 재배한다. 주원료인 오미자는 단맛, 신맛, 매운맛, 쓴맛, 짠맛 등 5가지 맛을 지닌 약재로 항산화 기능이 뛰어난 ‘안토시아닌’ 물질이 많아 피부미용, 노화방지, 골다공증 예방에 효과가 있다. 산내울 오미자주는 오미자의 다섯 가지 맛과 향을 살려 풍부한 과일향이 스르르 혀끝에 스며들고, 쌉쌀하면서도 깔끔하고 개운한 뒷맛이 특징이다.",윤수현 조합장,경남 거창군 거창읍 거함대로 3452-41,055-945-2544,http://kcapple.nonghyup.com,여름에 얼음과 탄산수를 넣고 마시면 더할 나위 없이 시원한 술이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040743-%EC%82%B0%EB%82%B4%EC%9A%B8%20%EC%98%A4%EB%AF%B8%EC%9E%90%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6040743&cid=58637&categoryId=58658,6040743
270,산막 생유 막걸리,산막생유막걸리,1.0,3.0,3.0,4.0,6%,0.0,탁주,,750ml,"￦1,200(가격은 판매처 별로 상이할 수 있습니다.)",농업회사법인신탄진주조(주),"국내산 쌀, 소맥분, 종국, 효모",농업회사법인신탄진주조(주),"다양한 전통주 제품을 선보이고 있는 신탄진주조에서 생산하는 막걸리이다. 양조장을 설립할 당시 생산하던 '산막 막걸리'를 2011년에 제품명을 바꾼 제품으로 지금까지 신탄진주조를 존재하게 한 대표 제품이라고 할 수 있다. 전국 각지마다 지역을 대표하는 막걸리가 있는데, 대전을 대표하는 막걸리로는 단연 '산막 생유 막걸리'라고 부를 수 있다.",유황철,대전시 대덕구 신탄진로 738번길 128,042-932-0432,https://stjjujo.modoo.at/,닭갈비 등 양념된 고기와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595296-%EC%82%B0%EB%A7%89%20%EC%83%9D%EC%9C%A0%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.JPG,https://terms.naver.com/entry.naver?docId=3595296&cid=58637&categoryId=58648,3595296
271,산막대덕주,산막대덕주,3.0,1.0,1.0,2.0,13%,0.0,약주,,600ml,"￦20,000(가격은 판매처 별로 상이할 수 있습니다.)",농업회사법인신탄진주조(주),"국내산 쌀, 우리밀누룩",농업회사법인신탄진주조(주),조선시대부터 유(柳)씨 집안 대대로 내려오는 전통 제주로 명절과 제사 때 나눠 마시던 술로 마을에 큰 경사나 애사에도 빠짐없이 준비하여 나누던 술이다. '큰 덕을 담은 술'이라 하여 대덕주라 불린다. 누룩의 그윽한 감칠맛이 나며 찹쌀의 부드럽고 달콤한 맛으로 인기 있는 제품이다.,유황철,대전시 대덕구 신탄진로 738번길 128,042-932-0432,https://stjjujo.modoo.at/,화전과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595294-%EC%82%B0%EB%A7%89%EB%8C%80%EB%8D%95%EC%A3%BC_main.JPG,https://terms.naver.com/entry.naver?docId=3595294&cid=58637&categoryId=58648,3595294
272,산양산삼가든 별,산양산삼가든별,,,,,13%,,약주청주,,,,,,,"산양산삼이 생겨난 것은, 고려 말기 심마니들이 산삼의 씨를 채취하여 깊은 산속에 뿌려 놓은 것에서 시작되었다고 전해지는데, 이를 야생상태에서 방치한 채 시간이 흐른 후 채집한 것이다.",,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687159-%EC%82%B0%EC%96%91%EC%82%B0%EC%82%BC%EA%B0%80%EB%93%A0%20%EB%B3%84_main.jpg,https://terms.naver.com/entry.naver?docId=5687159&cid=58637&categoryId=58651,5687159
273,산정호수 동정춘막걸리,산정호수동정춘막걸리,,,,,6%,,탁주,"고문헌, 선물, 집들이",720ml,"￦20,000 (가격은 판매처 별로 상이할 수 있습니다)",(주)농업회사법인 술빚는 전가네,"국내산 쌀, 누룩, 정제수",(주)농업회사법인 술빚는 전가네,향긋한 열대 과일 향과 기분 좋은 단맛이 입안을 감도는 감미로운 막걸리이다. 2018년 대한민국 우리술품평회 탁주부문에서 대상을 수상하며 맛과 품질을 인정받았다. 제조사 '술 빚는 전가네'에서는 순수한 자연재료만을 사용하여 명성산에서 흘러내린 산정호수의 맑은 물과 기운을 제품에 담아내고 있다.,전기보,경기도 포천시 영북면 산정호수로 335,031-532-9708,https://www.sooldoga.com/,떡 등과 함께 마시면 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804420-%EC%82%B0%EC%A0%95%ED%98%B8%EC%88%98%20%EB%8F%99%EC%A0%95%EC%B6%98%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=5804420&cid=58637&categoryId=58651,5804420
274,삼선,삼선,1.0,4.0,2.0,2.0,10%,0.0,탁주,"무감미료, 혼술",500ml,"￦15,000 (가격은 판매처 별로 상이할 수 있습니다)",농업회사법인 두루(주),"국내산쌀, 누룩, 정제수",농업회사법인 두루(주),"'삼선'은 쌀과 누룩만으로 빚어낸 이양주 막걸리이다. 인공감미료을 첨가하지 않고 국내산 쌀과 전통누룩, 그리고 강원도 홍천의 청정한 물만으로 만들어진 프리미엄 막걸리이다. 프랑스 와인이 자랑하는 떼루아는 천(天), 지(地), 인(人) 즉 좋은 자연환경을 말한다. 강원도 홍천 삼선대의 좋은 기운과 울창한 숲으로 둘러싸인 천혜의 자연환경, 그리고 두루양조장에서 고문헌의 제조기법이 합쳐져 빚어진 술이 '삼선'이다.",김경찬,강원도 홍천 내촌면 용포길 31-25,070-4156-9090,,녹두전과 잘 맞는 궁합이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804499-%EC%82%BC%EC%84%A0_main.jpg,https://terms.naver.com/entry.naver?docId=5804499&cid=58637&categoryId=58652,5804499
275,삼양춘 생약주,삼양춘생약주,2.0,1.0,1.0,2.0,15%,0.0,약주,,500ml,"￦20,000(가격은 판매처 별로 상이할 수 있습니다.)",송도향전통주조,"강화섬쌀, 전통누룩, 정제수",송도향전통주조,"삼양춘(三釀春)은 세 번 빚어 맛과 향이 뛰어난 최고급 발효주의 의미를 가지고 있다. 삼양춘은 '세 번 빚는다'라는 의미로서 삼양(三釀)을, '술은 겨울에 빚어 봄에 마셔야 맛있다'는 말에서 춘(春)을 취했다. 예로부터 세 번 빚는 최고급 발효주를 특별히 춘주(春酒)라 하였다 한다.",강학모,"인천광역시 남동구 호구포로 50, 8층 819-1호",032-851-8979,,양념 되지 않은 흰살 생선 찜과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681233-%EC%82%BC%EC%96%91%EC%B6%98%20%EC%83%9D%EC%95%BD%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681233&cid=58637&categoryId=58646,5681233
276,삼양춘 생탁주,삼양춘생탁주,2.0,1.0,1.0,4.0,12.5%,0.0,탁주,,500ml,"￦12,000(가격은 판매처 별로 상이할 수 있습니다.)",송도향전통주조,"강화섬쌀, 전통누룩, 정제수",송도향전통주조,"삼양춘(三釀春)은 세 번 빚어 맛과 향이 뛰어난 최고급 발효주의 의미를 가지고 있다. 삼양춘은 '세 번 빚는다'라는 의미로서 삼양(三釀)을, '술은 겨울에 빚어 봄에 마셔야 맛있다'는 말에서 춘(春)을 취했다. 예로부터 세 번 빚는 최고급 발효주를 특별히 춘주(春酒)라 하였다 한다.",강학모,"인천광역시 남동구 호구포로 50, 8층 819-1호",032-851-8979,,일반 막걸리에 비해 알코올 도수가 높아 술이 가볍지 않고 묵직하며 술을 마시고 난 후에는 옅은 쓴맛이 양념된 낙지나 주꾸미 볶음류와 매우 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681234-%EC%82%BC%EC%96%91%EC%B6%98%20%EC%83%9D%ED%83%81%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681234&cid=58637&categoryId=58646,5681234
277,삼양춘 청주,삼양춘청주,3.0,4.0,2.0,3.0,15%,0.0,청주,"명절, 혼술, 홈술",500ml,"￦16,800 (가격은 판매처 별로 상이할 수 있습니다)",송도향전통주조,"강화섬쌀, 정제수, 백국, 황국, 전통누룩, 토종효모",송도향전통주조,"삼양춘(三釀春)은 세 번 빚어 맛과 향이 뛰어난 최고급 발효주의 의미를 가지고 있다. 삼양주(三釀酒)의 특장점은, 상대적으로 단일한 맛을 가지고 있는 사케(일본 청주)와는 달리, 전통 누룩에서만 발현될 수 있는 풍부한 과실향을 지니고 있다는 점과, 오미 (五味, 다섯가지 맛)가 조화롭게 어우러져 있다. 그렇기에 청주를 빚으면서도 이러한 특징들이 발현될 수 있도록, 백국과 황국의 절묘한 조화, 1%미만의 소량의 전통 누룩으로 우리의 향기를 더하면서도 깔끔한 맛을 낸다.",강학모,"인천광역시 남동구 호구포로 50, 8층 819-1호",032-851-8979,,양념 되지 않은 흰살 생선 찜과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040730-%EC%82%BC%EC%96%91%EC%B6%98%20%EC%B2%AD%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6040730&cid=58637&categoryId=58646,6040730
278,새냉이길 막걸리,새냉이길막걸리,,,,,6%,,탁주,,600ml,"￦8,500 (가격은 판매처 별로 상이할 수 있습니다)",진정브루잉,"정제수, 찹쌀, 누룩",진정브루잉,"“새냉이길 막걸리”는 강릉찹쌀과 전통누룩으로 빚어 만든 프리미엄 막걸리다. 전통누룩을 사용하여 발효한 찹쌀에서 피어나는 감귤, 모과, 참외 같은 과실향과 복합적인 풍미가 특징이며 부드러운 질감 그리고 자연스러운 단맛과 산미가 조화로운 막걸리다.",정성기,"강원특별자치도 강릉시 새냉이길 23-2, 1층",010-8000-2607,,붉은 양념의 매콤한 음식과 잘어울리며 기름진 음식을 먹고 디저트 막걸리로 먹어도 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743418-%EC%83%88%EB%83%89%EC%9D%B4%EA%B8%B8%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.png,https://terms.naver.com/entry.naver?docId=6743418&cid=58637&categoryId=58652,6743418
279,생 청주 막걸리,생청주막걸리,,,,,6%,,탁주,,750ml,"￦1,500 (가격은 판매처 별로 상이할 수 있습니다.)",조은술 세종,"쌀, 소맥분, 국, 조제종국, 효모, 물엿 등",조은술 세종,국내산 쌀과 함께 소맥분을 사용하여 진한 맛을 느낄 수 있으며 알싸한 탄산의 맛까지 있어 청주의 대표 막걸리로 자리매김 하고 있는 생 청주 막걸리.,경기호,충북 청주시 청원구 사천로 18번길 5-2,043) 218-7689,,더덕구이랑 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551503-%EC%83%9D%20%EC%B2%AD%EC%A3%BC%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551503&cid=58637&categoryId=58653,3551503
280,샤토미소 랑,샤토미소랑,4.0,3.0,2.0,2.0,12%,0.0,과실주,홈술,375ml,"￦20,000 (가격은 판매처 별로 상이할 수 있습니다)",도란원,청포도,도란원,'샤토미소 랑'은 충북 옥천 포도연구소와 농촌진흥청에서 육종개발한 화이트와인 양조용 포도품종 '청수'를 원료로 만든 화이트와인이다. 청포도의 싱그러운 맛과 산미가 생생하게 살아 있으며 상큼한 청포도 향이 매혹적인 와인이다. 2018년 대한민국 주류대상 Best of Best상을 수상하고 같은 해 2018년 아시아 와인트로피 골드메달을 수상하며 권위 있는 주류품평회에서 맛과 품질을 인정 받았다.,안남락,충북 영동군 매곡면 유전장척길 143,010-3444-8954,,시트러스한 식감이 워낙 좋아 조개찜 등 다양한 해산물과 잘 어울리는 스타일이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804464-%EC%83%A4%ED%86%A0%EB%AF%B8%EC%86%8C%20%EB%9E%91_main.jpg,https://terms.naver.com/entry.naver?docId=5804464&cid=58637&categoryId=58653,5804464
281,샤토미소 레드 프리미엄 드라이,샤토미소레드프리미엄드라이,2.0,3.0,2.0,3.0,13%,0.0,과실주,,750ml,"￦40,000 (가격은 판매처 별로 상이할 수 있습니다)",도란원,"포도(MBA, 산머루, 캠벨얼리)",도란원,"'샤토미소 레드 프리미엄 드라이'는 MBA, 산머루, 캠벨얼리 품종을 브랜딩하여 제조사 도란원만의 독창적인 맛과 향을 자아내는 와인이다. 붉은 자주빛을 띄는 레드와인으로 딸기 향과 꽃향기의 풍미가 있고 농익은 포토향의 아로마와 적절한 산미가 살아 있다. 당도, 산도, 탄닌의 균형이 조화를 이룬 와인으로 한국와인대상 주류품평회에서 3개년동안 수상하고 2016년 아시아와인트로피에서 골드메달을 수상하며 맛과 품질을 인정 받았다.",안남락,충북 영동군 매곡면 유전장척길 143,010-3444-8954,,다만 탄닌감은 적어서 기름진 스테이크 및 육류보다는 더덕구이나 버섯구이 등 좋은 향을 가진 음식을 추천한다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804463-%EC%83%A4%ED%86%A0%EB%AF%B8%EC%86%8C%20%EB%A0%88%EB%93%9C%20%ED%94%84%EB%A6%AC%EB%AF%B8%EC%97%84%20%EB%93%9C%EB%9D%BC%EC%9D%B4_main.jpg,https://terms.naver.com/entry.naver?docId=5804463&cid=58637&categoryId=58653,5804463
282,샤토미소 로제스위트,샤토미소로제스위트,,,,,12%,,과실주,,375ml,"￦20,000 (가격은 판매처 별로 상이할 수 있습니다.)",도란원,"포도, 산화방지제, 효모, 설탕 등",도란원,"우리 땅에서 재배한 포도로 우리 입맛에 맞게 만든 한국형 프리미엄 와인인 샤토미소 로제스위트는 우리나라의 토양과 기후에 적합한 품종을 집중 육성해 ‘신의 물방울’이라고도 불리는 포도주를 생산하였다. 한국의 보르도라고 불리는 영동지역에서 재배한 캠벨, 산머루, MBA 3가지 포도 품종을 블랜딩하여 만들어진 샤토미소 로제스위트는 당도가 낮은 포도를 특수기법으로 건조하여 22Brix의 고당도 원료로 만들고 껍질과 씨, 과육을 함께 발효하여 제조한다.",안남락,충북 영동군 매곡면 유전 장척길 143,043) 743-2109,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687157-%EC%83%A4%ED%86%A0%EB%AF%B8%EC%86%8C%20%EB%A1%9C%EC%A0%9C%EC%8A%A4%EC%9C%84%ED%8A%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5687157&cid=58637&categoryId=58653,5687157
283,샤토미소 스위트,샤토미소스위트,3.0,1.0,,3.0,12%,0.0,과실주,,750ml,"￦20,000 (가격은 판매처 별로 상이할 수 있습니다.)",도란원,"포도, 산화방지제, 효모, 설탕 등",도란원,"기원전 6세기경부터 시작한 프랑스 와인을 따라 해 어설피 흉내만 내는 와인을 만들기보다, 한국 와인의 특성을 살려 ""나만의 와인을 만들어야 누구에게나 자신 있게 내놓을 수 있을 것 같았다""는 도란원 와이너리, 유럽의 오래된 역사를 따라간 것이 아니라 한국 고유의 와인을 만들어 내고 있는 곳이다.",안남락,충북 영동군 매곡면 유전 장척길 143,043) 743-2109,,특별한 날 케익과 함께하면 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551520-%EC%83%A4%ED%86%A0%EB%AF%B8%EC%86%8C%20%EC%8A%A4%EC%9C%84%ED%8A%B8_main.jpg,https://terms.naver.com/entry.naver?docId=3551520&cid=58637&categoryId=58653,3551520
284,샤토미소 영동,샤토미소영동,,,,4.0,40%,0.0,일반증류주,과일류,200ml,"￦30,000 (가격은 판매처 별로 상이할 수 있습니다)",도란원,포도,도란원,'샤토미소 영동'은 포도의 고창 충북 영동에서 생산된 포도로 와인을 빚고 그 와인을 증류하여 만든 제조사 도란원만의 독창적인 맛과 향을 자아내는 브랜디이다. 브랜디는 '브랜디와인'의 줄임말인데 과실을 양조하여 증류한 술이지만 보통 단순히 브랜디라고 하면 포도주를 증류한 술을 가리킨다. 2018년 한국와인대상 주류품평회에서 골드상을 수항하며 와인의 명가 도란원 제품의 새로운 지평을 열고 있다.,안남락,충북 영동군 매곡면 유전장척길 143,010-3444-8954,,기름진 메로구이 등이 생각나는 맛이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804462-%EC%83%A4%ED%86%A0%EB%AF%B8%EC%86%8C%20%EC%98%81%EB%8F%99_main.jpg,https://terms.naver.com/entry.naver?docId=5804462&cid=58637&categoryId=58653,5804462
285,샹스프랑보아즈,샹스프랑보아즈,4.0,3.0,3.0,2.0,13%,0.0,과실주,파티,500ml,"￦150,000(500ml*10병)(가격은 판매처 별로 상이할 수 있습니다)",(주)선운산복분자주 흥진,"복분자(고창산), 구연산, 과당, 구연산, 아스파탐, 주정, 정제수",(주)선운산복분자주 흥진,"비옥한 땅에서 서해바다의 해풍을 맞으며 소금기를 가득 머금은 고창의 복분자는 당도와 품질이 뛰어나기로 소문이 나있다. 이러한 전북 고창의 1등급 선운산 복분자만을 엄선하여 30일 이상 발효하고 1년 이상 숙성 시킨 '샹스프랑보아즈'는 기존의 알코올주정에 과실을 담아 희석하는 리큐르주와는 달리 복분자 특유의 색과 향, 맛이 그대로 살아 있다. 100% 복분자 원액을 그대로 발효시켜 풍미가 뛰어나다.",임종훈,전북 고창군 부안면 복분자로535,063-561-0209,,담백한 모짜렐라치즈 등과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804421-%EC%83%B9%EC%8A%A4%ED%94%84%EB%9E%91%EB%B3%B4%EC%95%84%EC%A6%88_main.jpg,https://terms.naver.com/entry.naver?docId=5804421&cid=58637&categoryId=58655,5804421
286,서울의 밤,서울의밤,,,,2.0,25%,0.0,리큐르,"칵테일, 혼술",375ml,"￦7,500(가격은 판매처 별로 상이할 수 있습니다.)",더한주류,"매실증류주원액, 벌꿀, 포도당, 노간주나무열매, 정제수",더한주류,"천매, 매실원주, 원매 프리미엄, 원매 등 매실주를 전문으로 생산하고 있는 '더한주류'에서 2018년 새롭게 출시한 황매실을 원료로 증류주이다. 국내의 다른 매실주는 5~6월경 수확되는 청매를 이용하는 반면, 매실원주는 보다 완숙한 상태에서 7월경 수확되는 황매를 이용한다. 황매는 청매에 비해 향미가 뛰어나지만 고가인 단점이 있으나 최상의 원료로 최상의 제품을 만든다는 제품 철학으로 황매를 이용한다. '서울의 밤'은 스트레이트로 맛을 느끼고, 언더락을 풍부한 향을 느끼고, 칵테일로 완벽한 조화를 경험할 수 있는 새로운 차원의 매실 증류주이다.",한상헌,서울시 은평구 증산로7길 28-13,02-2280-8080,,삼겹살과 아주 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681154-%EC%84%9C%EC%9A%B8%EC%9D%98%20%EB%B0%A4_main.jpg,https://terms.naver.com/entry.naver?docId=5681154&cid=58637&categoryId=58644,5681154
287,서주 16%,서주16,3.0,2.0,3.0,3.0,16%,0.0,약주,,400ml,"￦45,000(400ml*2병)(가격은 판매처 별로 상이할 수 있습니다)",오대서주양조,"백미(국내산), 감자(국내산), 누룩, 효모, 정제수",오대서주양조,'서주'는 감자술을 한자로 적은 이름이다. 일반 감자술 제품을 좀더 숙성 시키고 고급스러운 도자기에 담아낸 프리미엄 제품이다. 국내 유일의 감자를 주원료로 만든 약주이다. 강원도의 특산품 감자를 발효시켜 빚은 술로 감자와 곡물이 어우러져 은은한 향이 풍미를 더해 준다. 2018년에는 평창동계올림픽성공을 기념하기 위해 청와대 명절선물로 선정되기도 했다. 강원도 오대산에서 흘러내린 맑은 물 오대천과 고랭지에서 재배한 최상급 감자가 만나 강원도를 대표하는 '감자술'이 빚어졌다.,홍성일,강원도 평창군 진부면 영정게길57-1,033-335-7609,http://www.pcwine.co.kr/main/index,기름진 감자전하고 즐기면 딱 좋은 맛이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804434-%EC%84%9C%EC%A3%BC%2016_main.jpg,https://terms.naver.com/entry.naver?docId=5804434&cid=58637&categoryId=58652,5804434
288,서촌막걸리15,서촌막걸리15,,,,,15%,,탁주,,500ml,"￦20,000 (가격은 판매처 별로 상이할 수 있습니다)",(주)농업회사법인 온지술도가,"정제수, 찹쌀(국내산), 누룩(밀함유)",(주)농업회사법인 온지술도가,"서촌막걸리는 고려시대부터 조선시대 말까지 우리 선조들이 가장 즐겨 빚어 마셔 왔던 부의주를 저온에서 장기 발효하는 방식으로 발전시킨 술 서촌막걸리15는 인공 향료나 감미료, 색소 등을 일절 배제하고 자연 그대로의 원재료만을 사용했으며, 우리 고유의 발효제인 전통 누룩의 가치를 지켜 나가는 온지술도가의 대표적인 제품이다.",김만중,서울특별시 은평구 통일로65길 26,010-5605-5114,https://onzisul.modoo.at/,"브리치즈, 카나페 등 간단한 와인 안주와 함께 해도 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743389-%EC%84%9C%EC%B4%8C%EB%A7%89%EA%B1%B8%EB%A6%AC15_main.png,https://terms.naver.com/entry.naver?docId=6743389&cid=58637&categoryId=58644,6743389
289,석로주,석로주,1.0,1.0,1.0,4.0,13%,0.0,약주,명절,500ml,"\20,000(가격은 판매처 별로 상이할 수 있습니다.)",석이원주조,"멥쌀(국내산), 석이버섯(국내산), 정제수, 누룩(밀함유), 효모",석이원주조,"석로주(석이버섯 전통발효주)는 조선중기 서유규가 지은 임원십육지와 준팔생전에 나오는 무릉 도원주라는 술을 모태로 하여 원재료는 대전지역에서 생산되는 최고 품질의 찹쌀(동진찰)과 전통누룩으로 빚은 술이다. 밑술에서부터 2차 덧술에 이르기까지 모두 고두밥으로 지어 3번의 담금 과정을 거쳐 저온 발효 숙성시킨 삼양주이다. 색, 맛, 향, 기능성 등의 전체적인 기호를 높인 고품격의 전통발효주이다.",이상권,대전 동구 송촌남로 13,042-485-5520,,버섯 전골 등 전골류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681223-%EC%84%9D%EB%A1%9C%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681223&cid=58637&categoryId=58648,5681223
290,석탄주 약주,석탄주약주,1.0,3.0,2.0,3.0,15%,0.0,약주,고문헌,500ml,"￦7,000 (가격은 판매처 별로 상이할 수 있습니다)",케이소주 (전주가양주연구소),"국내산 찹쌀, 누룩, 정제수",케이소주 (전주가양주연구소),"'석탄주'는 애석할 석(惜)자 삼킬 탄(呑)으로서 옛 고서에서 술의 맛과 향이 우수하여 감히 삼키기가 아깝다라고 전해오고 있다. 임원십육지를 비롯해서 양주방, 음식방문, 조선무쌍신식요리제법 등 여러 고문에서 '석탄향'에 대한 기록을 찾을 수 있는 것으로 보아 당시에는 상당히 대중적인 술이었음을 알 수 있다. '석탄주 약주' 는 기록으로만 전해오던 가양주를 복원한 값진 술이다.",서승권,전북 전주시 완산구 중산중앙로27. 3층,010-4651-5595,https://ksoju.modoo.at/,"고기류라면 기름기가 적은 수육, 생선이라면 맛을 최대한 이끌어 내기 위해 참치 뱃살 등이 잘 어울릴 듯하다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804431-%EC%84%9D%ED%83%84%EC%A3%BC%20%EC%95%BD%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5804431&cid=58637&categoryId=58655,5804431
291,석탄주 탁주,석탄주탁주,2.0,3.0,3.0,4.0,15%,0.0,탁주,고문헌,500ml,"￦6,000 (가격은 판매처 별로 상이할 수 있습니다)",케이소주 (전주가양주연구소),"국내산 찹쌀, 누룩, 정제수",케이소주 (전주가양주연구소),"'석탄주'는 애석할 석(惜)자 삼킬 탄(呑)으로서 옛 고서에서 술의 맛과 향이 우수하여 감히 삼키기가 아깝다라고 전해오고 있다. 임원십육지를 비롯해서 양주방, 음식방문, 조선무쌍신식요리제법 등 여러 고문에서 '석탄향'에 대한 기록을 찾을 수 있는 것으로 보아 당시에는 상당히 대중적인 술이었음을 알 수 있다. '석탄주 탁주' 는 기록으로만 전해오던 가양주를 복원한 값진 술이다.",서승권,전북 전주시 완산구 중산중앙로27. 3층,010-4651-5595,https://ksoju.modoo.at/,"과실향이 좋아 식중주보다는 식전주로 어울리며, 술의 향을 방해하지 않는 가벼운 샐러드 등이 잘 어울릴 듯하다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804417-%EC%84%9D%ED%83%84%EC%A3%BC%20%ED%83%81%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5804417&cid=58637&categoryId=58655,5804417
