,index,alcoholName,sweetness,sourness,freshness,body,degree,sparkling,alcoholType,keyword,volume,price,manufacturer,ingredients,foodPairing,imageURL,detailPageUrl,docId
38,38,고도리 화이트와인 스위트,4.0,3.0,3.0,2,,0.0,,단맛 신맛 청량감      과실주 포도  저도수,,,,,과일을 즐긴다는 느낌으로 굳이 안주가 없어도 충분히 즐길 수 있는 맛이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681143-%EA%B3%A0%EB%8F%84%EB%A6%AC%20%ED%99%94%EC%9D%B4%ED%8A%B8%EC%99%80%EC%9D%B8%20%EC%8A%A4%EC%9C%84%ED%8A%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5681143&cid=58637&categoryId=58657,5681143
39,39,고소리술,2.0,0.0,3.0,3,,0.0,,청량감 바디감     증류주 쌀  선물,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687173-%EA%B3%A0%EC%86%8C%EB%A6%AC%EC%88%A0_main.jpg,https://terms.naver.com/entry.naver?docId=5687173&cid=58637&categoryId=58659,5687173
40,40,고운달 백자,,,,5,,0.0,,향기    바디감 목넘김    증류주 오미자  선물,,,,,소량을 마시더라도 얼음이나 탄산 등은 추가하지 않고 본연의 맛을 즐기기를 추천해 본다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681160-%EA%B3%A0%EC%9A%B4%EB%8B%AC%20%EB%B0%B1%EC%9E%90_main.jpg,https://terms.naver.com/entry.naver?docId=5681160&cid=58637&categoryId=58657,5681160
41,41,고운달 오크,,,,5,,0.0,,향기    바디감 목넘김    증류주 오미자  선물,,,,,알코올도수가 상당히 높지만 맛 자체를 즐기기 위해 소량을 마시더라도 온더록이나 탄산을 가미하지 않고 있는 그대로 즐기는 것이 본연의 맛을 그대로 즐길 수 있다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681141-%EA%B3%A0%EC%9A%B4%EB%8B%AC%20%EC%98%A4%ED%81%AC_main.jpg,https://terms.naver.com/entry.naver?docId=5681141&cid=58637&categoryId=58657,5681141
42,42,고창선운산 땡큐복분자주,3.0,1.0,3.0,2,,0.0,,단맛  청량감      과실주 복분자  소용량,,,,,장어 구이와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681153-%EA%B3%A0%EC%B0%BD%EC%84%A0%EC%9A%B4%EC%82%B0%20%EB%95%A1%ED%81%90%EB%B3%B5%EB%B6%84%EC%9E%90%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681153&cid=58637&categoryId=58655,5681153
43,43,고창선운산 땡큐블루베리주,2.0,2.0,2.0,2,,0.0,,과실주 베리  소용량,,,,,스테이크와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681165-%EA%B3%A0%EC%B0%BD%EC%84%A0%EC%9A%B4%EC%82%B0%20%EB%95%A1%ED%81%90%EB%B8%94%EB%A3%A8%EB%B2%A0%EB%A6%AC%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681165&cid=58637&categoryId=58655,5681165
44,44,고창선운산 복분자주 특1호,3.0,1.0,3.0,2,,0.0,,단맛  청량감      과실주 복분자,,,,,장어 구이와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681152-%EA%B3%A0%EC%B0%BD%EC%84%A0%EC%9A%B4%EC%82%B0%20%EB%B3%B5%EB%B6%84%EC%9E%90%EC%A3%BC%20%ED%8A%B91%ED%98%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5681152&cid=58637&categoryId=58655,5681152
45,45,공주애 오디와인,3.0,2.0,3.0,1,,0.0,,단맛  청량감      과실주 오디,,,,,장어 구이와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681172-%EA%B3%B5%EC%A3%BC%EC%95%A0%20%EC%98%A4%EB%94%94%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5681172&cid=58637&categoryId=58654,5681172
46,46,구기홍주 14,3.0,1.0,2.0,3,,0.0,,단맛   바디감  담백   약주/청주 쌀 구기자  선물,,,,,숯불에 구운 돼지고기와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040726-%EA%B5%AC%EA%B8%B0%ED%99%8D%EC%A3%BC%2014_main.jpg,https://terms.naver.com/entry.naver?docId=6040726&cid=58637&categoryId=58654,6040726
47,47,구름을 벗삼아,3.0,3.0,3.0,3,,1.0,,단맛 신맛 청량감 바디감    탄산 탁주 쌀 찹쌀  무감미료,,,,,가리비 찜과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551542-%EA%B5%AC%EB%A6%84%EC%9D%84%20%EB%B2%97%EC%82%BC%EC%95%84_main.jpg,https://terms.naver.com/entry.naver?docId=3551542&cid=58637&categoryId=58657,3551542
48,48,귀감,,,,3,,0.0,,향기    바디감     증류주 귤  과일류,,,,,"다만, 증류주 초보자 등은 바로 마시기보다는 온더록스 및 탄산수 등으로 즐기는 것이 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804515-%EA%B7%80%EA%B0%90_main.jpg,https://terms.naver.com/entry.naver?docId=5804515&cid=58637&categoryId=58659,5804515
49,49,그랑꼬또 레드와인,3.0,3.0,3.0,2,,0.0,,단맛 신맛 청량감      과실주 포도,,,,,"레드 와인이지만 라이트함이 있는 만큼 시원하게 마신다면 생선요리, 나물 요리와도 잘 어울리는 로제 와인스러운 모습도 가지고 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040772-%EA%B7%B8%EB%9E%91%EA%BC%AC%EB%98%90%20%EB%A0%88%EB%93%9C%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=6040772&cid=58637&categoryId=58651,6040772
50,50,그랑꼬또 M56,2.0,3.0,1.0,3,,0.0,,신맛  바디감     과실주 포도  홈술,,,,,조개요리와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595230-%EA%B7%B8%EB%9E%91%EA%BC%AC%EB%98%90%20M56_main.jpg,https://terms.naver.com/entry.naver?docId=3595230&cid=58637&categoryId=58651,3595230
51,51,그랑꼬또 M5610,4.0,3.0,3.0,2,,0.0,,단맛 신맛 청량감      과실주 포도,,,,,"단맛이 강한 만큼 담백한 요리도 잘 어울릴 듯한데, 프렌치 프라이 및 찐 감자와 함께 즐기면 부족하게 느끼는 단맛을 보충할 듯하다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040773-%EA%B7%B8%EB%9E%91%EA%BC%AC%EB%98%90%20M5610_main.jpg,https://terms.naver.com/entry.naver?docId=6040773&cid=58637&categoryId=58651,6040773
52,52,그랑꼬또 로제와인,2.0,3.0,1.0,3,,0.0,,신맛  바디감     과실주 포도  홈술,,,,,조개요리와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595229-%EA%B7%B8%EB%9E%91%EA%BC%AC%EB%98%90%20%EB%A1%9C%EC%A0%9C%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=3595229&cid=58637&categoryId=58651,3595229
53,53,그랑꼬또 청수,2.0,1.0,3.0,4,,0.0,,청량감 바디감     과실주 포도  파티,,,,,"굴찜, 조개찜, 대게찜 등 부드럽게 익힌 어패류나 해산물과 잘 맞을 듯 하다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595228-%EA%B7%B8%EB%9E%91%EA%BC%AC%EB%98%90%20%EC%B2%AD%EC%88%98_main.jpg,https://terms.naver.com/entry.naver?docId=3595228&cid=58637&categoryId=58651,3595228
54,54,그랑꼬또 화이트와인,3.0,3.0,3.0,2,,0.0,,단맛 신맛 청량감      과실주 포도,,,,,단 국물 요리와 즐기면 포도 자체의 맛이 희석될 수 있으니 가급적 피하는 것이 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040782-%EA%B7%B8%EB%9E%91%EA%BC%AC%EB%98%90%20%ED%99%94%EC%9D%B4%ED%8A%B8%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=6040782&cid=58637&categoryId=58651,6040782
55,55,그랑티그르CE2002,3.0,2.0,2.0,3,,0.0,,단맛   바디감     과실주 포도,,,,,탄닌감이 적어서 진한 육류보다는 산채 한정식과 같은 다양한 나물 요리가 잘 어울릴 것이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804467-%EA%B7%B8%EB%9E%91%ED%8B%B0%EA%B7%B8%EB%A5%B4CE2002_main.jpg,https://terms.naver.com/entry.naver?docId=5804467&cid=58637&categoryId=58653,5804467
56,56,그랑티그르M1988,3.0,3.0,2.0,3,,0.0,,단맛 신맛  바디감     과실주 포도 오미자,,,,,탄닌감이 적어서 진한 육류보다는 산채 한정식과 같은 다양한 나물 요리가 잘 어울릴 것이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804466-%EA%B7%B8%EB%9E%91%ED%8B%B0%EA%B7%B8%EB%A5%B4M1988_main.jpg,https://terms.naver.com/entry.naver?docId=5804466&cid=58637&categoryId=58653,5804466
57,57,그랑티그르 S1974,1.0,3.0,2.0,4,,0.0,,신맛  바디감     과실주 포도,,,,,스테이크와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595309-%EA%B7%B8%EB%9E%91%ED%8B%B0%EA%B7%B8%EB%A5%B4%20S1974_main.JPG,https://terms.naver.com/entry.naver?docId=3595309&cid=58637&categoryId=58653,3595309
58,58,금산인삼주,1.0,4.0,2.0,4,,0.0,,신맛  바디감     약주/청주 쌀 삼,,,,,양념 돼지갈비 등 양념한 고기류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595233-%EA%B8%88%EC%82%B0%EC%9D%B8%EC%82%BC%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3595233&cid=58637&categoryId=58654,3595233
59,59,금산인삼주수삼단본23,1.0,,,3,23,0.0,증류주,향기    바디감     증류주 쌀 삼,720ml,32000,농업회사법인(주)금산인삼주,"쌀,인삼,누룩,정제수등",,,,legacy_59
60,60,금산인삼주수삼단본43,1.0,,,4,43,0.0,증류주,향기    바디감     증류주 쌀 삼  삼(蔘)류,720ml,42000,농업회사법인(주)금산인삼주,"쌀,인삼,누룩,정제수등",,,,legacy_60
61,61,금이산농원복숭아와인,3.0,2.0,2.0,3,12,0.0,과실주,단맛   바디감   탄닌감  과실주 복숭아,500ml,20000,영농조합법인금이산농원,"복숭아,백설탕,효모,메타중아황산칼륨",,,,legacy_61
62,62,금이산농원사과와인,3.0,2.0,2.0,3,12,0.0,과실주,단맛   바디감     과실주 사과,500ml,20000,영농조합법인금이산농원,"사과,백설탕,효모,메타중아황산칼륨",,,,legacy_62
63,63,금이산농원오가피와인,3.0,2.0,2.0,3,12,0.0,과실주,단맛   바디감     과실주 오가피  이색전통주,500ml,20000,영농조합법인금이산농원,"오가피열매,백설탕,효모,메타중아황산칼륨",,,,legacy_63
64,64,금정산성 막걸리,1.0,3.0,2.0,3,,0.0,,신맛  바디감     탁주 밀  홈술,,,,,부산 금정산성에 가면 맛볼 수 있는 흑염소 불고기와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595235-%EA%B8%88%EC%A0%95%EC%82%B0%EC%84%B1%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3595235&cid=58637&categoryId=58645,3595235
65,65,기다림 16,2.0,4.0,2.0,3,,0.0,,신맛  바디감     탁주 쌀 찹쌀  무감미료,,,,,동래파전과 함께 마시면 그만이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804487-%EA%B8%B0%EB%8B%A4%EB%A6%BC%2016_main.png,https://terms.naver.com/entry.naver?docId=5804487&cid=58637&categoryId=58645,5804487
66,66,기다림 25,2.0,4.0,2.0,2,,0.0,,신맛       탁주 쌀 찹쌀  무감미료,,,,,매운 잡채와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804496-%EA%B8%B0%EB%8B%A4%EB%A6%BC%2025_main.jpg,https://terms.naver.com/entry.naver?docId=5804496&cid=58637&categoryId=58645,5804496
67,67,기다림 34,3.0,3.0,3.0,3,,0.0,,단맛 신맛 청량감 바디감     탁주 쌀 찹쌀  무감미료,,,,,마시고 난 뒤에 올라오는 산미가 기름진 음식들과의 궁합을 잘 만들어 주어 어느 하나 흠이 없는 술이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804495-%EA%B8%B0%EB%8B%A4%EB%A6%BC%2034_main.png,https://terms.naver.com/entry.naver?docId=5804495&cid=58637&categoryId=58645,5804495
68,68,기다림 맑은술,4.0,3.0,3.0,3,,0.0,,단맛 신맛 청량감 바디감     약주/청주 쌀 찹쌀  홈술,,,,,기름진 곱창전골부터 맑은 탕인 연포탕 등도 좋은 궁합이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804494-%EA%B8%B0%EB%8B%A4%EB%A6%BC%20%EB%A7%91%EC%9D%80%EC%88%A0_main.jpg,https://terms.naver.com/entry.naver?docId=5804494&cid=58637&categoryId=58645,5804494
69,69,김천과하주16,1.0,2.0,1.0,2,16,0.0,약주/청주,약주/청주 쌀 찹쌀,700ml,20000,김천과하주,"찹쌀,누룩,샘물,황국잎",,,,legacy_69
70,70,김천과하주23,1.0,,,2,23,0.0,기타주류,기타주류 쌀  고문헌,700ml,22000,김천과하주,"멥쌀,누룩,샘물,황국잎",,,,legacy_70
71,71,김포 막걸리,2.0,2.0,3.0,1,,0.0,,청량감      탁주 쌀,,,,,파전과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681229-%EA%B9%80%ED%8F%AC%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=5681229&cid=58637&categoryId=58651,5681229
72,72,김포별주,3.0,1.0,1.0,3,,0.0,,단맛   바디감     약주/청주 쌀,,,,,주꾸미 볶음과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681230-%EA%B9%80%ED%8F%AC%EB%B3%84%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681230&cid=58637&categoryId=58651,5681230
73,73,김포약주,1.0,2.0,1.0,2,11,0.0,약주/청주,약주/청주 밀  저도수,750ml,10000,김포양조,"옥수수전분,밀,국,효모,젖산,효소제,정제수",,,,legacy_73
74,74,김포예주,2.0,1.0,1.0,4,13,0.0,약주/청주,바디감     약주/청주 쌀,750ml,15000,김포양조,"국내산쌀,국,효모,젖산,정제수",,,,legacy_74
75,75,김포특주,4.0,4.0,2.0,2,,0.0,,단맛 신맛    담백   약주/청주 쌀,,,,,"감자탕, 김치찌개, 청국장, 매운 제육볶음 등이 대표적이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681215-%EA%B9%80%ED%8F%AC%ED%8A%B9%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681215&cid=58637&categoryId=58651,5681215
76,76,까메오 막걸리,3.0,1.0,2.0,4,,0.0,,단맛   바디감     탁주 쌀  혼술,,,,,다양한 야채와 과실이 혼합된 샐러드와 함께 마시면 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551561-%EA%B9%8C%EB%A9%94%EC%98%A4%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551561&cid=58637&categoryId=58652,3551561
77,77,나루 생막걸리 11.5%,4.0,1.0,1.0,5,,0.0,,단맛   바디감     탁주 쌀  파티,,,,,생크림 케익과 한잔하기 딱 좋은 술이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040765-%EB%82%98%EB%A3%A8%20%EC%83%9D%EB%A7%89%EA%B1%B8%EB%A6%AC%20115_main.jpg,https://terms.naver.com/entry.naver?docId=6040765&cid=58637&categoryId=58644,6040765
78,78,나루 생막걸리 6%,3.0,3.0,2.0,2,,0.0,,단맛 신맛       탁주 쌀  파티,,,,,단맛이 있는 음식보다는 기름진 고기류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040767-%EB%82%98%EB%A3%A8%20%EC%83%9D%EB%A7%89%EA%B1%B8%EB%A6%AC%206_main.JPG,https://terms.naver.com/entry.naver?docId=6040767&cid=58637&categoryId=58644,6040767
79,79,남산애 레드와인,3.0,3.0,3.0,2,,0.0,,단맛 신맛 청량감      과실주 포도,,,,,시트러스 계열의 상큼 맛이 좋은 만큼 입맛을 돋우는 식전주로 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804503-%EB%82%A8%EC%82%B0%EC%95%A0%20%EB%A0%88%EB%93%9C%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5804503&cid=58637&categoryId=58657,5804503
80,80,남산애 포트와인,3.0,3.0,2.0,3,,0.0,,단맛 신맛  바디감     과실주 포도,,,,,시트러스 계열의 상큼 맛이 좋은 만큼 입맛을 돋우는 식전주로 추천한다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804512-%EB%82%A8%EC%82%B0%EC%95%A0%20%ED%8F%AC%ED%8A%B8%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5804512&cid=58637&categoryId=58657,5804512
81,81,내장산복분자주,1.0,3.0,,2,16,0.0,과실주,신맛   목넘김    과실주 복분자,360ml,6000,내장산복분자영농조합,"복분자,주정,정제수,설탕등",,,,legacy_81
82,82,녹고의 눈물,2.0,,,3,,0.0,,바디감     기타주류 오가피,,,,,생선 조림과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595238-%EB%85%B9%EA%B3%A0%EC%9D%98%20%EB%88%88%EB%AC%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3595238&cid=58637&categoryId=58659,3595238
83,83,녹천소곡화주,2.0,,,3,41,0.0,기타주류,향기    바디감     기타주류 쌀 찹쌀,500ml,22000,녹천주조장,"찹쌀,누룩,백미,정제수",,,,legacy_83
84,84,녹천한산소곡주살균,4.0,1.0,1.0,2,16,0.0,약주/청주,단맛        약주/청주 쌀 찹쌀,750ml,12000,녹천주조장,"찹쌀,누룩,백미,정제수",,,,legacy_84
85,85,녹천한산소곡주생,4.0,1.0,1.0,2,16,0.0,약주/청주,단맛        약주/청주 쌀 찹쌀,750ml,12000,녹천주조장,"찹쌀,누룩,백미,정제수",,,,legacy_85
86,86,녹파주,3.0,2.0,2.0,3,,0.0,,단맛   바디감  담백   약주/청주 쌀 찹쌀  선물,,,,,"특히 녹파주가 나오는 경남 함양에서는 드넓은 연꽃 밭에서 나오는 연잎밥이 유명한데, 같이 즐기기에 충분히 매력적인 궁합이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681220-%EB%85%B9%ED%8C%8C%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681220&cid=58637&categoryId=58658,5681220
87,87,뉴트로,4.0,4.0,4.0,3,,0.0,,단맛 신맛 청량감 바디감     탁주 쌀 찹쌀,,,,,"여름에 시원한 샐러드와 함께 즐긴다면 더할 나위 없고, 상큼함이 좋아 피자, 치킨 등 맥주 대용으로도 매력적이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040761-%EB%89%B4%ED%8A%B8%EB%A1%9C_main.jpg,https://terms.naver.com/entry.naver?docId=6040761&cid=58637&categoryId=58644,6040761
88,88,느린마을 막걸리,3.0,1.0,3.0,2,,0.0,,단맛  청량감      탁주 쌀  무감미료,,,,,"치즈, 봉골레 파스타, 꼬꼬뱅, 회 무침 등이 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551544-%EB%8A%90%EB%A6%B0%EB%A7%88%EC%9D%84%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551544&cid=58637&categoryId=58651,3551544
89,89,능이주,1.0,3.0,1.0,2,,0.0,,신맛    담백   약주/청주 쌀  홈술,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687172-%EB%8A%A5%EC%9D%B4%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5687172&cid=58637&categoryId=58654,5687172
90,90,니모메,2.0,1.0,1.0,2,,0.0,,담백   약주/청주 쌀 귤  파티,,,,,"칠리새우, 닭강정, 겨울의 방어회, 흑돼지 삼겹살 등 기름진 음식과 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681150-%EB%8B%88%EB%AA%A8%EB%A9%94_main.jpg,https://terms.naver.com/entry.naver?docId=5681150&cid=58637&categoryId=58659,5681150
91,91,다래와인 3004,2.0,2.0,1.0,2,,0.0,,과실주 다래  저도수,,,,,소고기 구이와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595325-%EB%8B%A4%EB%9E%98%EC%99%80%EC%9D%B8%203004_main.JPG,https://terms.naver.com/entry.naver?docId=3595325&cid=58637&categoryId=58658,3595325
92,92,다래와인 7004D,1.0,4.0,2.0,2,,0.0,,신맛       과실주 다래,,,,,스파게티와 같은 면 요리와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595327-%EB%8B%A4%EB%9E%98%EC%99%80%EC%9D%B8%207004D_main.JPG,https://terms.naver.com/entry.naver?docId=3595327&cid=58637&categoryId=58658,3595327
93,93,다래와인 7004S,2.0,2.0,1.0,4,,0.0,,바디감     과실주 다래  저도수,,,,,음식과 함께 편하게 먹을 수 있는 테이블 와인으로 적합하다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595326-%EB%8B%A4%EB%9E%98%EC%99%80%EC%9D%B8%207004S_main.JPG,https://terms.naver.com/entry.naver?docId=3595326&cid=58637&categoryId=58658,3595326
94,94,다랭이팜생막걸리,1.0,4.0,4.0,4,6,0.0,탁주,신맛 청량감 바디감     탁주 쌀  무감미료,750ml,4000,다랭이팜,"쌀,분도유기농현미,누룩,효모등",,,,legacy_94
95,95,다랭이팜 생 막걸리 (흑미),1.0,5.0,2.0,2,,0.0,,신맛       탁주,,,,,골뱅이 무침과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551536-%EB%8B%A4%EB%9E%AD%EC%9D%B4%ED%8C%9C%20%EC%83%9D%20%EB%A7%89%EA%B1%B8%EB%A6%AC%20%ED%9D%91%EB%AF%B8_main.jpg,https://terms.naver.com/entry.naver?docId=3551536&cid=58637&categoryId=58658,3551536
96,96,다랭이팜 유자 막걸리,1.0,5.0,2.0,4,,0.0,,신맛  바디감     탁주,,,,,아구포와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551535-%EB%8B%A4%EB%9E%AD%EC%9D%B4%ED%8C%9C%20%EC%9C%A0%EC%9E%90%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551535&cid=58637&categoryId=58658,3551535
97,97,담솔,3.0,0.0,3.0,3,,0.0,,단맛  청량감 바디감     기타주류 쌀,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687147-%EB%8B%B4%EC%86%94_main.jpg,https://terms.naver.com/entry.naver?docId=5687147&cid=58637&categoryId=58658,5687147
98,98,담양 죽력고,,,,3,,0.0,,향기    바디감 목넘김    증류주 쌀 생강 계피  고문헌,,,,,약재를 넣어 푹 익힌 오리백숙과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040748-%EB%8B%B4%EC%96%91%20%EC%A3%BD%EB%A0%A5%EA%B3%A0_main.jpg,https://terms.naver.com/entry.naver?docId=6040748&cid=58637&categoryId=58656,6040748
99,99,담은,3.0,1.0,1.0,4,,0.0,,단맛   바디감     탁주 쌀  선물,,,,,새하얀 백설기와 함께 맛보면 좋을 술이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595215-%EB%8B%B4%EC%9D%80_main.jpg,https://terms.naver.com/entry.naver?docId=3595215&cid=58637&categoryId=58651,3595215
100,100,당당하리,4.0,2.0,2.0,2,,0.0,,단맛        과실주 쌀 복분자 사과 밀 감초  베리류,,,,,"은은한 붉은빛의 당당하리는 특유의 끝 맛없는 깔끔함으로 육회와 회, 장어구이, 치즈, 두부, 과일 및 간단한 안주류와 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6598730-%EB%8B%B9%EB%8B%B9%ED%95%98%EB%A6%AC_main.png,https://terms.naver.com/entry.naver?docId=6598730&cid=58637&categoryId=58657,6598730
101,101,대관령 복분자주,1.0,2.0,1.0,4,,0.0,,바디감     과실주 복분자,,,,,보쌈과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595319-%EB%8C%80%EA%B4%80%EB%A0%B9%20%EB%B3%B5%EB%B6%84%EC%9E%90%EC%A3%BC_main.JPG,https://terms.naver.com/entry.naver?docId=3595319&cid=58637&categoryId=58652,3595319
102,102,대대포생막걸리,2.0,1.0,3.0,2,6,0.0,탁주,청량감      탁주 꿀  선물,750ml,3500,농업회사법인(주)죽향도가,"백미,벌꿀,정제수",,,,legacy_102
103,103,대윤 가야곡 왕주,2.0,2.0,1.0,3,,0.0,,바디감     약주/청주 쌀  홈술,,,,,쭈꾸미 볶음과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595249-%EB%8C%80%EC%9C%A4%20%EA%B0%80%EC%95%BC%EA%B3%A1%20%EC%99%95%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3595249&cid=58637&categoryId=58654,3595249
104,104,대잎 생동동주,1.0,2.0,3.0,2,,0.0,,청량감      탁주 쌀,,,,,죽순무침과 함께 마시면 더할 나위 없다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6036281-%EB%8C%80%EC%9E%8E%20%EC%83%9D%EB%8F%99%EB%8F%99%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6036281&cid=58637&categoryId=58656,6036281
105,105,대작 생막걸리,4.0,3.0,3.0,3,,0.0,,단맛 신맛 청량감 바디감     탁주 쌀,,,,,"대중적인 막걸리 안주인 파전과 두부김치도 추천할 수 있지만, 뜨겁고 매운 주꾸미 볶음, 낙지볶음 등의 자극성 짙은 맛도 잘 감싸줄 듯하다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040789-%EB%8C%80%EC%9E%91%20%EC%83%9D%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=6040789&cid=58637&categoryId=58652,6040789
